index;question;document;old_topic;new_topic;similarity;reassigned;stage
1578;Aku pengen hapus masa lalu, tapi susah banget. Apa yang salah sama aku?;hapus masa susah salah salah masa emang hapus kenang terlalu berat bahagia temen lama lama masa bukan beban;-1;0;0.71869195;TRUE;medium
1591;Emilia, apa sih yang bikin orang bisa punya gangguan kepribadian ganda?;ganggu pribadi ganda ganggu pribadi ganda kait trauma berat leceh masa kecil cipta personality lindung biologis libat otak kelola stres kompleks perlu tangan profesional penasaran;-1;20;0.6705595;TRUE;medium
1592;Aku kadang merasa takut tanpa alasan. Itu kenapa, ya, Emilia?;takut alas takut alas kait respons biologis aktivitas amigdala otak atur takut stres alam masa picu kapan takut tahu picu bareng;-1;-1;0.64378834;FALSE;rejected
1596;Aku pengen ngelupain trauma masa kecilku. Apa itu mungkin, Emilia?;ngelupain trauma masa kecil trauma masa kecil berat biologis pengaruh otak proses emosi lupa sulit kelola profesional terapi langsung dengerin pikirin trauma;-1;20;0.7788867;TRUE;high
1603;Aku takut banget sama anjing gara-gara pernah digigit. Ini normal nggak sih?;takut gara gara gigit takut alam psikologi sebut takut bentuk alam langsung respons alami tubuh lindung diri takut susah aktivitas nguranginnya pelan pelan detail dengerin;-1;-1;0.60363877;FALSE;rejected
1615;Aku suka bohong biar orang suka sama aku. Apa ini salah?;bohong salah terima bohong bukan psikologi nunjukin usaha ngejaga image lama lama capek sendiri salah jujur ngerasa bohong dengerin;-1;-1;0.64528066;FALSE;rejected
1616;Aku ngerasa orang tua ku nggak peduli sama aku. Apa yang bisa aku lakuin?;ngerasa peduli lakuin diperhatiin sakit psikologi keluarga pengaruh obrol walaupun susah support ngerasa peduli pikirin lanjut;-1;10;0.8472691;TRUE;high
1617;Aku pengen nyanyi di depan umum, tapi takut gagal. Gimana caranya biar berani?;depan umum takut gagal berani depan umum keren takut gagal psikologi terlalu kata kecil depan temen takut gagal berani;-1;0;0.7306434;TRUE;medium
1618;Aku merasa nggak bisa nyanyi sebagus temenku. Apa aku harus berhenti nyanyi?;bagus temenku henti bandingin diri jangan henti laku psikologi lupa diri sendiri bukan bagus ekspresi banding bandingin;-1;0;0.79906565;TRUE;high
1626;Kalau aku nggak punya temen buat cerita, apa yang bisa aku lakukan biar nggak stres?;temen laku stres berat tempat dukung penting kurang stres teman aktivitas rileks jurnal meditasi jalan jalan alam gabung grup perlahan teman dengerin;-1;2;0.6940124;TRUE;medium
1635;Emilia, aku merasa hidupku nggak adil. Kenapa aku harus susah terus?;hidup adil susah terus dengar betapa frustrasi kesal hidup adil hadap tantang imbang situasi ekonomi sosial sulit kecil kontrol senang adil dengerin;-1;15;0.7428962;TRUE;medium
1637;Emilia, aku suka menyendiri, tapi orang bilang itu nggak normal. Apa bener?;sendiri salah sendiri nyaman butuh sosial sendiri isolasi sedih pikirin imbang sendiri bareng sendiri tahu;-1;0;0.739235;TRUE;medium
1641;Aku merasa hidupku nggak punya tujuan, kayak cuma jalan di tempat. Apa sih yang bikin seseorang merasa hidupnya berarti?;hidup tuju jalan tempat hidup arti hilang arah hidup arti peran temen keluarga aktivitas harga situ tuju kecil;-1;15;0.7028463;TRUE;medium
1644;Aku merasa nggak punya siapa-siapa buat cerita. Apa emang bener kesepian bisa bikin orang sakit jiwa?;siapa siapa emang sepi sakit jiwa sedih dengar sendiri sepi lama stres berat bahkan pengaruh sehat mental cemas depresi udah pikirin bareng tetangga;-1;21;0.74262035;TRUE;medium
1647;Aku suka sih menyendiri, tapi kok orang bilang itu nggak bagus buat kesehatan mental?;sendiri bagus sehat mental sendiri salah lama nyaman bahagia sendiri ngerasa isolasi sedih imbang sendiri butuh sepi sendiri happy malah down;-1;0;0.72783166;TRUE;medium
1649;Aku nggak suka ngomongin perasaan, tapi aku pengen orang ngerti aku. Gimana caranya?;ngomongin nyaman perlu tunjuk panjang enak hati percaya temen keluarga enak;-1;10;0.7274507;TRUE;medium
1650;Aku ngerasa orang-orang di sekitarku nggak bener-bener peduli sama aku. Apa aku yang salah?;ngerasa peduli salah sedih diperhatiin arti salah sibuk urus sendiri peduli percaya butuh tahu butuh dukung siapa paling deket;-1;0;0.83798313;TRUE;high
1654;Aku ngerasa hidupku berantakan setelah pindah kota. Kenapa ya aku nggak bisa ngatasin ini?;ngerasa hidup beranta pindah kota ngatasin pindah kota ubah hidup kacau hilang temen nyaman kecil kenal tetangga paling kangen kota lama;-1;-1;0.56965315;FALSE;rejected
1655;Aku ngerasa nggak punya kontrol atas hidupku. Gimana caranya biar aku ngerasa lebih kuat?;ngerasa kontrol hidup ngerasa kuat ngerasa kontrol berat kendali kecil atur jadwal pilih giat happy kecil kontrol pikirin;-1;0;0.6737793;TRUE;medium
1658;Aku ngerasa dunia ini nggak adil buatku. Kenapa aku selalu dapet yang buruk?;ngerasa adil dapet adil hidup berat ketidakadilan datang luar kendali sendiri ngerasa hidup;-1;0;0.6665114;TRUE;medium
1659;Aku ngerasa nggak bisa ngomong sama orang lain soal masalahku. Apa aku harus simpan sendiri aja?;ngerasa ngomong simpan sendiri simpan sendiri simpan beban tambah berat tahu ngomongin gampang percaya bahkan profesional ngerasa nyaman siapa;-1;0;0.7033435;TRUE;medium
1662;Aku sering merasa sendiri, meskipun ada orang di sekitarku. Kenapa ya aku begini?;sendiri begini sendiri muncul utama emosional tahu hangat saling percaya penting sehat mental obrol percaya temen hati hati;-1;-1;0.63975346;FALSE;rejected
1665;Aku nggak bisa berhenti khawatir tentang masa depan. Apa yang harus aku lakukan?;henti khawatir masa depan laku khawatir capek salah kendali kecil dukung tuju teknik relaksasi tenang khawatir begini;-1;0;0.7564461;TRUE;high
1668;Aku suka menyendiri, tapi orang bilang itu nggak sehat. Apa bener gitu?;sendiri sehat sendiri recharge energi isolasi sedih perlu imbang sehat mental sosial dukung nyaman sendiri connect;-1;-1;0.62543917;FALSE;rejected
1671;Aku kadang pengen nggak peduli sama apa kata orang, tapi susah. Gimana caranya?;peduli kata susah susah lepas opini hidup masyarakat standar pribadi kuat nilai nilai penting pegang pandu kecil sesuai diri laku mikirin;-1;10;0.6861168;TRUE;medium
1672;Aku merasa nggak punya kontrol atas hidupku. Apa yang salah sama aku?;kontrol hidup salah salah kontrol datang tekan luar situasi hidup ekspektasi kecil atur putus sederhana daya kecil kendali;-1;-1;0.63687676;FALSE;rejected
1675;Aku takut orang tahu aku punya masalah mental. Apa yang harus aku lakukan?;takut tahu mental laku paham takut stigma takut bicara mental berani sendiri percaya dukung takut tahu;-1;11;0.67853564;TRUE;medium
1676;Aku merasa dunia ini nggak adil, kenapa aku yang selalu susah?;adil susah tahu adil sakit hati hidup berat sendiri hadap ubah dukung laku kuat harap kecil;-1;0;0.76376677;TRUE;high
1677;Aku nggak suka ngobrol sama orang lain, apa itu berarti aku nggak sehat secara mental?;arti sehat mental otomatis arti sehat preferensi sosial isolasi sedih koneksi kecil chat temen nyaman;-1;-1;0.62772286;FALSE;rejected
1679;Aku kadang merasa nggak layak hidup. Apa yang bisa aku lakukan biar nggak gitu lagi?;layak hidup laku sedih dengar sendiri berat harga sulit dukung dekat profesional butuh percaya;-1;0;0.72327876;TRUE;medium
1682;Kadang aku takut banget tanpa alasan jelas. Ini kenapa ya?;takut alas jelas takut cemas picu stres beberapa gejala kenal ganggu cemas akut penting tahu picu situasi takut dengerin;-1;20;0.6752894;TRUE;medium
1685;Aku suka ngelakuin hal-hal aneh kalau kaget. Apa ini normal?;ngelakuin aneh kaget reaksi kaget respons alami tubuh ganggu mirip sebut latah beberapa reaksi otomatis kaget nyaman konsultasi profesional kaget tahu;-1;14;0.67689294;TRUE;medium
1687;Aku takut banget kalau pikiranku bikin aku gila. Ini normal nggak sih?;takut gila takut hilang kendali utama stres cemas takut terus terus butuh dukung gila takut;-1;20;0.67233896;TRUE;medium
1688;Aku suka mikir yang nggak-nggak, kayak takut penyakit aneh. Apa ini gangguan mental?;mikir takut sakit aneh ganggu mental takut sakit aneh cemas mirip ganggu obsesif kompulsif terlalu ganggu langsung arti ganggu mental serius penting tahu berapa muncul takut dengerin;-1;-1;0.6390684;FALSE;rejected
1691;Aku ngerasa hidupku nggak ada artinya setelah pindah ke luar negeri. Gimana caranya biar semangat lagi?;ngerasa hidup arti pindah luar negeri semangat pindah luar negeri tantang ngerasa hilang arah imigran ngalamin stres ubah koneksi semangat pikirin kecil;-1;0;0.6659702;TRUE;medium
1694;Aku ngerasa nggak punya temen di kota baru ini. Apa aku yang salah?;ngerasa temen kota salah salah pindah tempat berat butuh koneksi imigran isolasi kecil tetangga ngerasa susah nyambung dengerin;-1;-1;0.5901817;FALSE;rejected
1696;Aku ngerasa ada yang ngeliatin aku terus, apa ini cuma perasaan?;ngerasa ngeliatin terus muncul stres cemas terus terus takut perlu periksa lanjut gejala psikotik berapa saranin bicara profesional pastiin denger;-1;24;0.75018084;TRUE;high
1698;Aku ngerasa nggak bisa kontrol emosi, apa ini karena aku orang miskin?;ngerasa kontrol emosi miskin status ekonomi susah ngontrol emosi pengaruh stres bahkan ganggu bipolar penting sendiri emosi susah kontrol tahu picu bareng;-1;13;0.842933;TRUE;high
1708;Aku ngerasa hidupku flat, nggak buruk tapi nggak bahagia juga. Ini kenapa ya?;ngerasa hidup flat bahagia kedengeran fase languishing hidup semangat kecil excited temen neng;-1;2;0.7312588;TRUE;medium
1715;Aku cemas terus, apa ini karena lingkunganku atau karena otakku?;cemas terus otak cemas datang penuh tekan picu cemas otak peran ketidakseimbangan cemas picu hidup cemas;-1;14;0.7136686;TRUE;medium
1718;Aku pengen berhenti mikirin masa lalu, tapi susah banget. Ada saran?;henti mikirin masa susah saran masa nempel salah lepasin meditasi nulis syukur masa susah lepas ngobrolin;-1;0;0.7480007;TRUE;medium
1734;Aku cuma pengen orang-orang nggak ngecap aku gila. Gimana caranya?;ngecap gila stigma emang frustrasi edukasi info sederhana dekat kondisi tunjukin lewat tindak diagnosis gabung ngerasa terima ngerasa hakim;-1;1;0.7089101;TRUE;medium
1735;Aku pengen nyanyi atau bikin seni, tapi gangguan mentalku bikin susah fokus. Apa ada cara?;seni ganggu mental susah keren passion seni sesi kecil target program rehabilitasi ganggu mental karya koperasi seni seni paling;-1;-1;0.6203455;FALSE;rejected
1736;Aku ngerasa nggak punya siapa-siapa buat cerita. Apa aku salah?;ngerasa siapa siapa salah salah sepi butuh nemuin tepat gabung grup dukung rasain sepi;-1;10;0.72008944;TRUE;medium
1743;Aku ngerasa nggak punya temen yang bener-bener peduli. Apa aku terlalu lelet buat nyambung sama orang?;ngerasa temen peduli terlalu lelet nyambung berat ngerasa sendiri arti lelet nyambung stres hidup susah diri dukung sosial penting sehat mental pikirin deketin;-1;0;0.80706036;TRUE;high
1748;Aku ngerasa orang-orang ngejek aku karena aku dari kampung. Apa aku harus berubah?;ngerasa ngejek kampung ubah enak ngerasa ejek perlu ubah diskriminasi stres asal usul kuat ngerasa ejek pikirin hadapin situasi;-1;0;0.7770382;TRUE;high
1751;Aku ngerasa nggak punya kontrol atas hidupku. Apa ini karena aku perempuan?;ngerasa kontrol hidup perempuan perempuan perempuan ngerasa kurang kontrol ekspektasi sosial beban peran stres ngerasa powerless ngerasa kontrol kendali;-1;-1;0.608583;FALSE;rejected
1753;Aku ngerasa pengen mati aja, hidup kok susah banget. Tolong aku.;ngerasa mati hidup susah sedih denger ngerasa hadapin sendiri serius profesional dekat percaya ngerasa begini dengerin cepat;-1;0;0.7476665;TRUE;medium
1754;Aku ngerasa orang-orang benci aku karena kulitku gelap. Apa aku harus pindah aja?;ngerasa benci kulit gelap pindah berat ngerasa benci ubah rasisme sumber stres bukan salah pindah bukan solusi pikirin hadap situasi ngerasa benci dengerin;-1;-1;0.5954732;FALSE;rejected
1755;Aku ngerasa nggak bisa ngapa-ngapain di kerjaan baru. Apa aku bodoh?;ngerasa kerja bodoh bodoh kerja ngerasa overwhelmed kurang otonomi kerja kontrol rendah stres ngerasa ningkatin percaya diri;-1;0;0.70398444;TRUE;medium
1757;Aku ngerasa depresi karena nggak punya pasangan. Apa aku nggak layak?;ngerasa depresi pasang layak layak cinta pasang arti kurang sepi depresi cermin nilai diri ngerasa pikirin nyaman diri sendiri;-1;0;0.6848197;TRUE;medium
1758;Aku ngerasa takut kena teroris pas di tempat umum. Apa ini cuma aku?;ngerasa takut kena teroris tempat umum sendiri takut terorisme nyata takut cemas takut tempat umum pikirin ngurangin cemas;-1;-1;0.5719386;FALSE;rejected
1764;Hidupku kayak penuh drama, apa itu cuma tekanan biasa?;hidup penuh drama tekan hidup penuh drama hidup tekan tekan datang tengkar langsung lama drama capek tekan kronis salah drama;-1;0;0.66975373;TRUE;medium
1767;Aku merasa hidupku nggak adil, kayak semua pintu tertutup. Ini apa ya?;hidup adil pintu tutup adil tekan sebut kendala struktural sempat pilih hidup berat frustrasi pintu tutup pikirin kecil pintu;-1;0;0.68677545;TRUE;medium
1769;Aku nggak punya temen curhat, apa itu bikin stres?;temen curhat stres teman curhat tekan dukung sosial penting ngurangin stres dengar kecil senang curhat;-1;10;0.7530214;TRUE;high
1771;Aku takut keluar rumah karena daerahku nggak aman. Apa itu tekanan?;takut keluar daerah tekan takut tekan tepat tekan kronis jenis ancam waspada capek emosional pikirin tenang;-1;0;0.7579767;TRUE;high
1781;Aku merasa stres banget akhir-akhir ini, kayak semua hal kecil bikin aku kesal. Apa sih itu daily hassles?;stres akhir akhir kecil kesal daily hassles daily hassles kecil hidup frustrasi kesal macet antre lama hilang barang sepele tumpuk stres kesal;-1;0;0.7243422;TRUE;medium
1782;Kadang aku merasa capek banget sama hidup, apalagi kalau ada masalah yang ga selesai-selesai. Itu termasuk stres kronis gitu ya?;capek hidup masuk stres kronis sebut stres kronis stres kronis muncul langsung lama konflik keluarga tekan kerja terus terus capek ngurangin beban tekan;-1;15;0.65325654;TRUE;medium
1787;Aku pengen liburan, tapi ga jadi terus. Apa itu bikin stres juga?;libur terus stres stres masuk nonevent kecewa aktivitas rileks tempat giat dekat;-1;7;0.6502161;TRUE;medium
1791;Aku takut kalau ga bisa nikah sebelum umur 30. Apa itu bikin stres?;takut nikah umur stres takut masuk nonevent harap tekan umur datang hidup jalan takut ngobrolin bahagia;-1;0;0.69084716;TRUE;medium
1805;Kadang aku ngerasa sendirian banget, meskipun banyak orang di sekitarku. Apa ini normal?;ngerasa sendiri emosional kurang dukung sosial harga cinta hati hati nemenin;-1;-1;0.6354706;FALSE;rejected
1807;Aku merasa dukungan dari temen-temenku nggak cukup. Apa sih dukungan sosial yang bener-bener membantu?;dukung temen temenku cukup dukung sosial dukung sosial cinta harga jaring andal jenis emosional temen dengerin curhat instrumental nyata informasional saran kurang temen temenmu;-1;9;0.6601682;TRUE;medium
1810;Emilia, aku ngerasa nggak punya siapa-siapa buat cerita. Apa ini bahaya buat kesehatan mentalku?;ngerasa siapa siapa bahaya sehat mental kurang isolasi pengaruh sehat mental dukung sosial penting hadap stres nyaman temen keluarga dekat pelan pelan;-1;10;0.7911152;TRUE;high
1811;Aku ngerasa hidupku nggak adil, banyak banget tekanan. Apa semua orang juga gitu?;ngerasa hidup adil tekan emang berat tekan datang tubi tubi ngalamin tekan tantang masing masing penting hadap tekan hidup adil dengerin;-1;0;0.72847724;TRUE;medium
1812;Emilia, aku pernah ngalamin diskriminasi, dan itu bikin aku stres banget. Apa yang harus aku lakuin?;ngalamin diskriminasi stres lakuin sedih denger ngalamin diskriminasi stressor berat harga penting suportif bicara percaya nyaman pikirin lanjut;-1;0;0.73172367;TRUE;medium
1814;Emilia, aku takut ngomong ke orang lain soal masalahku. Apa itu salah?;takut ngomong salah salah takut ngomong yakin paham tepat ringanin beban siap ngomong tempat takut;-1;11;0.7445776;TRUE;medium
1816;Emilia, aku ngerasa nggak punya cukup temen deket. Apa itu ngaruh ke mental aku?;ngerasa cukup temen deket ngaruh mental temen deket penting sehat mental dukung emosional ngerasa kurang temen deket sepi stres gabung giat idein;-1;0;0.71725726;TRUE;medium
1818;Emilia, aku suka ngerasa bersalah kalau minta bantuan orang. Apa itu normal?;ngerasa salah minta ngerasa takut minta repot minta salah malah kuat dukung sosial penting ngerasa salah nyaman minta;-1;0;0.6791611;TRUE;medium
1821;Aku merasa ga ada yang peduli sama aku, beneran kesepian banget. Apa sih dukungan sosial itu?;peduli beneran sepi dukung sosial dukung sosial cinta harga andal butuh tahu sepi berat sendiri kecil koneksi;-1;10;0.6955054;TRUE;medium
